TIME,30.0463,30.3998,30.7617,31.1323,31.512,31.901,32.2998,32.7087,33.128,33.5582,33.9998,34.4531,34.9187,35.397,35.8887,36.3941,36.9141,37.449,37.9998,38.5669,39.1513,39.7536,40.3748,41.0156,41.6772,42.3604,43.0664,43.7963,44.5515,45.3331,46.1426,46.9815,47.8516,48.7544,49.692,50.6664,51.6797,52.7344,53.833,54.9784,56.1736,57.4219,58.7269,60.0927,61.5234,63.024,64.5996,66.256,67.9996,69.8374,71.7773,73.8281,75.9995,78.3026,80.7495,83.3543,86.1328,89.1029,92.2852,95.7031,99.384,103.359,107.666,112.347,117.454,123.047,129.199,135.999,143.555,151.999,161.499,172.266,184.57,198.768,215.332,234.908,258.398,287.109,322.998,369.141,430.664
0.000000000,0.00885679,0.00290441,0.00156911,0.00314483,0.00387633,0.00323877,0.00262841,0.00152112,0.000409905,0.00262551,0.00401237,0.00232271,0.00266054,0.00905636,0.0227324,0.0345147,0.0303843,0.0246383,0.0123258,0.00362209,0.00231905,0.00157612,3.27144e-05,9.96945e-05,0.000705046,0.00343166,0.00567546,0.00473949,0.00437976,0.00423527,0.00288495,0.00579348,0.0194497,0.0334381,0.023679,0.011991,0.00406499,0.00155259,0.000841651,0.000614195,0.00517785,0.00124577,0.00123584,0.00186132,0.00438086,0.00118751,0.00120085,0.00271509,0.00559707,0.0181085,0.0409781,0.041088,0.016665,0.00741022,0.00379018,0.00121026,0.000224862,0.000160103,0.000242153,0.00146714,0.0138669,0.014044,0.00454517,0.00108921,0.00074464,0.000829489,0.00329366,0.0140798,0.0358239,0.0299017,0.0204029,0.0144169,0.00384777,0.000362815,0.00260763,0.0264679,0.00981633,0.000343618,0.00023389,0.000810735,0.00169949
1.486077098,0.00915898,0.00290441,0.00243177,0.00316251,0.00387633,0.00382602,0.00263455,0.00152112,0.000409905,0.00294624,0.00536606,0.00307053,0.00374799,0.00955103,0.0230596,0.0352418,0.0304604,0.024713,0.0125169,0.00444501,0.00450178,0.00497357,0.00285093,0.000117158,0.000753015,0.00348905,0.00592909,0.00613143,0.0054023,0.00469356,0.00494135,0.0132319,0.024553,0.0339611,0.023679,0.011991,0.00406499,0.00155259,0.000841651,0.000614195,0.00518111,0.0112964,0.00243679,0.00195811,0.00510281,0.00637715,0.00128705,0.00290727,0.00578426,0.0181248,0.0454901,0.053856,0.0193264,0.00786503,0.00696263,0.00782835,0.000899762,0.000237901,0.000458503,0.00149825,0.013882,0.0140893,0.00485821,0.00142256,0.000804407,0.000986259,0.0039527,0.01464,0.0358239,0.0299017,0.0204029,0.0144169,0.00384777,0.000362815,0.00260763,0.031749,0.0650579,0.0202884,0.00023389,0.000848745,0.00170403
2.972154195,0.00934752,0.00292317,0.0024342,0.0031829,0.00387633,0.00382602,0.00263455,0.00152112,0.000421946,0.00305871,0.00564845,0.0032034,0.0037559,0.00963499,0.023769,0.0369704,0.0315776,0.0248618,0.01276,0.00461802,0.00468904,0.00507428,0.00285656,0.000120506,0.000756826,0.0034924,0.00593915,0.00616055,0.00548589,0.00478606,0.00501139,0.0133082,0.0250192,0.0357089,0.0259113,0.0122746,0.0041159,0.00160407,0.000940023,0.000827651,0.00520493,0.0112965,0.00243679,0.00197039,0.00514681,0.00644821,0.00138631,0.00301943,0.00585614,0.0182139,0.046341,0.055297,0.0204543,0.00828859,0.00752939,0.00819806,0.000926314,0.000299726,0.000466478,0.00152852,0.0139152,0.0141863,0.00527249,0.00167188,0.000863317,0.0010227,0.00404268,0.015101,0.0363623,0.0299774,0.0206943,0.0146093,0.00406956,0.000619992,0.00271515,0.0318473,0.0650906,0.0203058,0.000271517,0.000878064,0.00188338
4.458231293,0.0103877,0.00352772,0.00265392,0.00323036,0.00391398,0.00387344,0.00264414,0.00152112,0.000421946,0.00305871,0.00564845,0.00342575,0.005367,0.0109518,0.0240194,0.0379142,0.0326902,0.0300308,0.0199214,0.00608199,0.00474439,0.00507428,0.00285656,0.000120506,0.000756826,0.0034924,0.00593915,0.00616055,0.00548589,0.00481045,0.00503383,0.0134549,0.0271201,0.0434224,0.0274366,0.0144264,0.00934982,0.00504963,0.00109737,0.000827651,0.00535774,0.0115692,0.00251268,0.00198056,0.00514863,0.00645372,0.00150172,0.00322898,0.00597949,0.0184202,0.0472994,0.059583,0.0243365,0.00874778,0.00823411,0.00827396,0.0012116,0.000364003,0.000466478,0.00152852,0.0139152,0.0141875,0.00528778,0.00171616,0.000909862,0.00127102,0.00434487,0.0158334,0.0373613,0.0310944,0.020755,0.0146158,0.00406956,0.000624755,0.00271626,0.0318473,0.0650906,0.0203058,0.000271624,0.000878748,0.00188916
5.944308390,0.0103877,0.00352772,0.00265392,0.00323036,0.00391398,0.00387344,0.00264414,0.00152112,0.000421946,0.00305871,0.00690035,0.0303816,0.0378482,0.0209894,0.0257619,0.0381816,0.0326902,0.0300308,0.0199214,0.00608199,0.00567734,0.00703135,0.00572919,0.00104296,0.00083729,0.0034924,0.00593915,0.00616055,0.00587754,0.00638075,0.00599365,0.0134549,0.028059,0.0470572,0.0281732,0.0155757,0.0115304,0.00824375,0.00295505,0.00111396,0.00535774,0.0115692,0.0025256,0.0022534,0.00537056,0.00648376,0.00153944,0.00415916,0.00943569,0.0204745,0.0476128,0.0597285,0.0243365,0.00874778,0.00823411,0.00827396,0.0012116,0.000364003,0.000466478,0.00152852,0.0139152,0.0141875,0.00528778,0.00171616,0.000909862,0.00127102,0.00434487,0.0158334,0.0373613,0.0310944,0.0467757,0.058663,0.0121267,0.000917958,0.00271626,0.0318473,0.0650906,0.0203058,0.000271624,0.000878748,0.00188916
7.430385488,0.0112049,0.00356774,0.00274438,0.00324975,0.00413297,0.00473378,0.00310263,0.00192961,0.00075625,0.00325757,0.00695299,0.0303853,0.0378866,0.0211132,0.0261489,0.0385623,0.0331197,0.0302093,0.0200044,0.00612595,0.00568545,0.00933948,0.0185052,0.0197093,0.00694317,0.00377747,0.00618777,0.00630822,0.00596421,0.00645769,0.0060674,0.0135447,0.0303263,0.0514763,0.0299325,0.0155794,0.0115778,0.00829986,0.00332153,0.00237278,0.00796892,0.0129823,0.00278729,0.00255737,0.00557715,0.00658172,0.00153944,0.00432743,0.00963804,0.0229817,0.0521589,0.0639326,0.0251639,0.00920379,0.00931699,0.00878048,0.0013146,0.000380755,0.000466478,0.00185569,0.0157252,0.0162709,0.00653446,0.00205853,0.000909862,0.00128043,0.00435064,0.0163328,0.041364,0.0351265,0.0468041,0.0587762,0.0122322,0.00101431,0.00287346,0.0320666,0.0651768,0.020335,0.00037011,0.000958274,0.00194036
8.916462585,0.011315,0.00356802,0.00274595,0.00324975,0.00413297,0.00473378,0.00310263,0.00327707,0.00678828,0.0107877,0.00877118,0.0305592,0.0380876,0.0216653,0.0265406,0.039275,0.0360671,0.0332792,0.0206492,0.00633325,0.00568545,0.00933948,0.0185052,0.0197093,0.00696602,0.00483017,0.0102629,0.0108276,0.00726635,0.00681159,0.00610278,0.0136779,0.030867,0.053183,0.0327734,0.017445,0.0115845,0.00829986,0.00332359,0.00237613,0.00796918,0.0129863,0.0028195,0.0056047,0.0165402,0.0169912,0.00375133,0.00433733,0.00963804,0.0230335,0.05253,0.0645322,0.0254719,0.00932999,0.00974462,0.00939791,0.00169395,0.00153766,0.00298396,0.0030623,0.0159205,0.0168596,0.007965,0.00263557,0.0010326,0.00141618,0.00441392,0.0166133,0.0429363,0.0365716,0.0474035,0.0590039,0.0122338,0.00103817,0.00329528,0.0339871,0.0680744,0.0212809,0.000379126,0.000959875,0.00203873
10.402539683,0.011315,0.00356802,0.00274595,0.00324975,0.00413297,0.00473378,0.00310263,0.00327707,0.00678828,0.0107877,0.00877118,0.0305592,0.0380876,0.022353,0.0392974,0.0535402,0.0407964,0.0332792,0.0206492,0.00634308,0.00569424,0.00933948,0.0185052,0.0197093,0.00696602,0.00483017,0.0102629,0.0108276,0.00726635,0.00681159,0.00610278,0.0136865,0.0359905,0.0592943,0.0366945,0.0215478,0.0149268,0.00946092,0.00332647,0.00237613,0.00796918,0.0129863,0.0028195,0.0056047,0.0165402,0.0169912,0.00375133,0.00433733,0.00963804,0.0254668,0.0620782,0.0728015,0.0277423,0.0109524,0.010997,0.00978459,0.00169773,0.00153766,0.00298396,0.0030623,0.0159205,0.0168596,0.007965,0.00263557,0.0010326,0.00141618,0.00441392,0.0195262,0.0502282,0.0404733,0.0489361,0.0615171,0.0140943,0.00153609,0.00329528,0.0339871,0.0680744,0.0212809,0.000379126,0.000959875,0.00203873
11.888616780,0.0113961,0.00356802,0.00274595,0.004138,0.00593241,0.00567613,0.00323183,0.00329883,0.00678919,0.0107913,0.00951186,0.0324487,0.0402741,0.0248107,0.0440893,0.0604897,0.0428121,0.0333979,0.0207554,0.00634334,0.00569424,0.00988968,0.0202486,0.0209426,0.00696901,0.00483017,0.0102629,0.0110153,0.00943009,0.0108261,0.0098218,0.0173512,0.0432325,0.0660951,0.0389389,0.0217893,0.0151285,0.00948091,0.00332647,0.00295077,0.0107806,0.0155411,0.00305107,0.0056047,0.0165415,0.0170072,0.00470908,0.00647272,0.0124081,0.033617,0.0755345,0.0789683,0.0280006,0.0109524,0.010997,0.00978459,0.00169773,0.00153766,0.00298396,0.0030623,0.0159205,0.0168596,0.00796502,0.00264267,0.00172546,0.00335055,0.00706402,0.028154,0.0670261,0.0477035,0.0493276,0.0615202,0.0140943,0.00153613,0.00329528,0.0339871,0.0680744,0.0212809,0.000379126,0.000959875,0.00203873
